name,year,selling_price_usd,miles_driven,fuel,seller_type,transmission,owner,engine,max_power,mileage_mpg,seats
Maruti Swift VXI Optional,2015,10782.06,42253.2,Petrol,Individual,Manual,Second Owner,1197.0,81.8,47.98,5.0
Mahindra Bolero 2011-2019 ZLX,2013,10648.95,55923.4,Diesel,Individual,Manual,Second Owner,2523.0,62.1,37.54,7.0
Honda City V AT,2010,10915.15,68350.8,Petrol,Individual,Automatic,Third Owner,1497.0,116.3,36.69,5.0
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,13311.18,43496.0,Diesel,Individual,Manual,Second Owner,2523.0,62.1,37.54,7.0
Mahindra XUV500 W8 4WD,2011,15707.2,49709.7,Diesel,Individual,Manual,Third Owner,2179.0,140.0,35.52,7.0
Hyundai i10 Era,2007,3594.02,62137.1,Petrol,Individual,Manual,Second Owner,1086.0,68.05,46.6,5.0
Maruti Wagon R LXI,2004,1863.57,43496.0,Petrol,Individual,Manual,Second Owner,998.0,67.1,44.46,5.0
Maruti 800 Std BSII,2004,1198.01,47845.6,Petrol,Individual,Manual,Third Owner,796.0,37.0,37.87,4.0
Maruti Swift Dzire VDI,2018,17304.54,22058.7,Diesel,Individual,Manual,First Owner,1248.0,74.02,66.8,5.0
Maruti Wagon R VXI Optional,2018,10648.95,10874.0,Petrol,Individual,Manual,First Owner,998.0,67.04,48.24,5.0
Maruti Alto K10 VXI,2017,9317.83,16777.0,Petrol,Individual,Manual,First Owner,998.0,67.05,56.33,5.0
Hyundai Grand i10 1.2 CRDi Asta,2017,14642.3,37282.3,Diesel,Individual,Manual,First Owner,1186.0,73.97,56.45,5.0
Maruti Wagon R LXI Optional,2016,9317.83,15534.3,Petrol,Individual,Manual,First Owner,998.0,67.04,48.24,5.0
Maruti Swift Dzire LDI Optional,2015,12246.26,49709.7,Diesel,Individual,Manual,First Owner,1248.0,74.0,62.54,5.0
Maruti Alto LXi,2012,4925.14,37282.3,Petrol,Individual,Manual,Second Owner,796.0,46.3,46.34,5.0
Volkswagen Polo Diesel Highline 1.2L,2013,14642.3,23612.1,Diesel,Individual,Manual,First Owner,1199.0,73.9,51.91,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,23960.13,68350.8,Diesel,Individual,Manual,First Owner,2494.0,102.0,30.11,8.0
Honda BR-V i-DTEC S MT,2016,23960.13,57166.1,Diesel,Individual,Manual,First Owner,1498.0,98.6,51.51,7.0
Maruti Baleno Zeta 1.2,2018,16638.98,6213.7,Petrol,Individual,Manual,First Owner,1197.0,83.1,50.34,5.0
Maruti Alto 800 VXI,2017,8252.93,21748.0,Petrol,Individual,Manual,Second Owner,796.0,47.3,58.1,5.0
Maruti Swift DDiS LDI,2017,13311.18,21748.0,Diesel,Individual,Manual,First Owner,1248.0,74.0,66.8,5.0
Hyundai Grand i10 CRDi Sportz,2016,16239.65,14291.5,Diesel,Individual,Manual,First Owner,1120.0,70.0,56.45,5.0
Tata Indigo CS LX (TDI) BS III,2012,3993.36,93205.6,Diesel,Individual,Manual,Third Owner,1396.0,69.0,44.9,5.0
Hyundai Xcent 1.1 CRDi SX Option,2015,12778.74,43496.0,Diesel,Individual,Manual,First Owner,1120.0,71.0,57.39,5.0
Hyundai i20 1.2 Asta Option,2017,17304.54,24854.8,Petrol,Individual,Manual,First Owner,1197.0,81.83,43.75,5.0
Hyundai i20 1.4 CRDi Magna,2012,7720.49,62137.1,Diesel,Individual,Manual,Second Owner,1396.0,90.0,51.51,5.0
Maruti Alto 800 LXI,2017,7986.71,31068.6,Petrol,Individual,Manual,Second Owner,796.0,47.3,58.1,5.0
Maruti Swift Dzire VDi,2010,7188.04,74564.5,Diesel,Individual,Manual,Fourth & Above Owner,1248.0,73.9,45.4,5.0
Hyundai Xcent 1.1 CRDi S,2015,10648.95,37282.3,Diesel,Individual,Manual,Second Owner,1120.0,71.0,57.39,5.0
Maruti Alto 800 LX,2015,7454.26,17398.4,Petrol,Individual,Manual,Second Owner,796.0,47.3,53.49,5.0
Maruti Swift Dzire VXi,2009,6655.59,37282.3,Petrol,Individual,Manual,Third Owner,1298.0,85.8,41.16,5.0
Maruti Swift Dzire VDi,2012,13178.07,49709.7,Diesel,Individual,Manual,Second Owner,1248.0,73.9,45.4,5.0
Ford Endeavour 3.2 Titanium AT 4X4,2018,86522.7,7456.5,Diesel,Individual,Automatic,First Owner,3198.0,197.0,25.66,7.0
Honda Amaze V Petrol BSIV,2019,18635.66,2796.2,Petrol,Individual,Manual,First Owner,1199.0,88.76,45.87,5.0
Tata Indigo eCS VX BSIV,2013,8252.93,43496.0,Diesel,Individual,Manual,First Owner,1396.0,69.0,58.8,5.0
Renault Duster 85PS Diesel RxE,2017,17304.54,74564.5,Diesel,Individual,Manual,First Owner,1461.0,83.8,46.74,5.0
Honda Jazz 1.2 V AT i VTEC,2015,15973.42,49709.7,Petrol,Individual,Automatic,First Owner,1199.0,88.7,44.69,5.0
Tata New Safari DICOR 2.2 EX 4x2,2009,3993.36,93205.6,Diesel,Individual,Manual,Fourth & Above Owner,2179.0,138.1,27.21,7.0
Mahindra Renault Logan 1.4 GLX Petrol,2009,3594.02,74564.5,Petrol,Individual,Manual,First Owner,1390.0,75.0,36.93,5.0
Maruti Swift Dzire VDI,2014,17304.54,31068.6,Diesel,Individual,Manual,First Owner,1248.0,74.0,55.04,5.0
Honda City V MT,2012,14642.3,51573.8,Petrol,Individual,Manual,First Owner,1497.0,116.3,39.52,5.0
Maruti Swift Dzire VDI,2017,17304.54,12427.4,Diesel,Individual,Manual,First Owner,1248.0,74.02,66.8,5.0
Toyota Fortuner 2.8 2WD AT BSIV,2018,77204.87,30447.2,Diesel,Individual,Automatic,First Owner,2755.0,174.5,30.34,7.0
Honda Brio 1.2 VX MT,2017,11980.07,4194.3,Petrol,Individual,Manual,First Owner,1198.0,86.8,43.51,5.0
Maruti Ciaz VXi Plus,2015,17304.54,16155.6,Petrol,Individual,Manual,First Owner,1373.0,91.1,48.76,5.0
Hyundai Grand i10 1.2 Kappa Era,2017,11447.62,32311.3,Petrol,Individual,Manual,First Owner,1197.0,81.86,39.99,5.0
Hyundai Creta 1.6 CRDi AT S Plus,2017,30429.37,31689.9,Diesel,Individual,Automatic,First Owner,1582.0,126.2,40.01,5.0
Maruti Swift AMT ZXI Plus BSIV,2019,18635.66,12427.4,Petrol,Individual,Automatic,First Owner,1197.0,81.8,51.75,5.0
Maruti Ritz VXi,2011,6123.12,11495.4,Petrol,Individual,Manual,First Owner,1197.0,85.8,43.51,5.0
Mahindra TUV 300 T4,2017,13577.38,88234.7,Diesel,Individual,Manual,First Owner,1493.0,100.0,43.49,7.0
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2016,17836.99,31365.6,Petrol,Individual,Manual,First Owner,1499.0,110.4,37.28,5.0
Tata Tiago 1.2 Revotron XZA,2019,13976.74,5716.6,Petrol,Individual,Automatic,First Owner,1199.0,83.83,56.08,5.0
Renault Duster 85PS Diesel RxE,2016,13710.52,24854.8,Diesel,Individual,Manual,First Owner,1461.0,83.8,46.74,5.0
Maruti Baleno Delta,2020,16772.09,3106.9,Petrol,Individual,Manual,First Owner,1197.0,81.8,49.42,5.0
Datsun RediGO A,2019,7188.04,1429.2,Petrol,Individual,Manual,First Owner,799.0,53.64,53.39,5.0
Maruti Alto 800 LXI,2016,7986.71,24854.8,Petrol,Individual,Manual,First Owner,796.0,47.3,53.49,5.0
Mahindra Xylo D2 BSIV,2012,6655.59,73943.1,Diesel,Individual,Manual,First Owner,2489.0,95.0,32.93,8.0
Maruti Alto LX,2005,2396.01,62137.1,Petrol,Individual,Manual,Fourth & Above Owner,796.0,46.3,46.34,5.0
Maruti Ertiga SHVS ZDI Plus,2017,19966.78,62137.1,Diesel,Individual,Manual,First Owner,1248.0,88.5,57.67,7.0
Maruti Wagon R LXI Minor,2009,3594.02,31068.6,Petrol,Individual,Manual,Second Owner,1061.0,67.0,44.46,5.0
Maruti Eeco Smiles 5 Seater AC,2013,7321.15,49709.7,Petrol,Individual,Manual,Second Owner,1196.0,73.0,35.52,5.0
Tata Nexon 1.2 Revotron XM,2018,19700.55,9320.6,Petrol,Individual,Manual,First Owner,1198.0,108.5,39.99,5.0
Toyota Yaris V BSIV,2018,26622.37,2668.8,Petrol,Trustmark Dealer,Manual,First Owner,1496.0,105.5,40.22,5.0
Toyota Yaris V BSIV,2018,26622.37,3249.1,Petrol,Trustmark Dealer,Manual,First Owner,1496.0,105.5,40.22,5.0
Hyundai Grand i10 Nios Sportz,2019,14642.3,2921.1,Petrol,Trustmark Dealer,Manual,First Owner,1197.0,81.86,48.69,5.0
Maruti Baleno Alpha,2016,15973.42,4198.6,Petrol,Trustmark Dealer,Manual,First Owner,1197.0,81.8,49.42,5.0
Skoda Rapid 1.6 MPI AT Style Plus,2016,17970.1,17511.5,Petrol,Trustmark Dealer,Automatic,First Owner,1598.0,103.52,33.64,5.0
Nissan Kicks XV BSIV,2019,25291.25,7166.3,Petrol,Trustmark Dealer,Manual,First Owner,1498.0,104.55,33.47,5.0
Honda City i VTEC V,2017,22629.01,7262.6,Petrol,Trustmark Dealer,Manual,First Owner,1497.0,117.3,41.87,5.0
Toyota Corolla Altis 1.8 VL AT,2012,14642.3,35870.5,Petrol,Trustmark Dealer,Automatic,First Owner,1794.0,138.1,34.18,5.0
Maruti Ciaz 1.3 Alpha,2018,24625.69,14733.9,Diesel,Trustmark Dealer,Manual,First Owner,1248.0,88.5,66.07,5.0
Ford Ecosport 1.5 Ti VCT AT Titanium,2015,16638.98,43912.3,Petrol,Trustmark Dealer,Automatic,First Owner,1499.0,110.0,38.81,5.0
Maruti Alto 800 LXI,2014,5324.47,26955.7,Petrol,Dealer,Manual,Second Owner,796.0,47.3,53.49,5.0
Honda City i VTEC CVT VX,2014,16905.2,49095.1,Petrol,Trustmark Dealer,Automatic,First Owner,1497.0,117.3,42.34,5.0
Maruti SX4 VDI,2014,11314.51,31068.6,Diesel,Individual,Manual,Second Owner,1248.0,88.73,51.25,5.0
Maruti Wagon R VXI BS IV,2011,5856.92,24854.8,Petrol,Individual,Manual,First Owner,998.0,67.1,44.46,5.0
Hyundai Grand i10 1.2 Kappa Asta,2018,15707.2,6213.7,Petrol,Individual,Manual,First Owner,1197.0,81.86,44.46,5.0
Mahindra Thar CRDe,2017,20632.34,21748.0,Diesel,Individual,Manual,First Owner,2498.0,105.0,38.93,6.0
Maruti Ritz VXi,2015,9317.83,36350.2,Petrol,Individual,Manual,First Owner,1197.0,85.8,43.51,5.0
Maruti Baleno Delta 1.2,2018,15307.86,12427.4,Petrol,Individual,Manual,First Owner,1197.0,83.1,50.34,5.0
Nissan Micra XL,2011,5324.47,27029.6,Petrol,Individual,Manual,Second Owner,1198.0,75.0,42.48,5.0
Tata Hexa XT,2018,41930.23,18641.1,Diesel,Individual,Manual,First Owner,2179.0,153.86,41.4,7.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,15973.42,39146.4,Diesel,Individual,Manual,First Owner,1498.0,98.59,53.56,5.0
Mahindra Bolero 2011-2019 ZLX BSIII,2016,19168.11,21748.0,Diesel,Individual,Manual,First Owner,2523.0,62.1,37.54,7.0
Tata Indigo eCS LS TDI BSIII,2012,4206.33,68350.8,Diesel,Individual,Manual,Second Owner,1396.0,69.0,44.9,5.0
Tata Hexa XT,2018,41930.23,15534.3,Diesel,Individual,Manual,First Owner,2179.0,153.86,41.4,7.0
Hyundai Xcent 1.2 VTVT S AT,2017,15440.97,18641.1,Petrol,Individual,Automatic,First Owner,1197.0,81.86,40.83,5.0
Mahindra Bolero 2011-2019 SLX,2012,11181.4,31068.6,Diesel,Individual,Manual,First Owner,2523.0,62.1,37.54,7.0
Mahindra Marazzo M6 8Str,2018,31946.84,21748.0,Diesel,Individual,Manual,First Owner,1497.0,121.0,40.69,8.0
Renault KWID 1.0 RXT Optional,2018,9317.83,18641.1,Petrol,Individual,Manual,First Owner,999.0,67.0,54.12,5.0
Honda City i VTEC VX,2014,17304.54,34796.8,Petrol,Individual,Manual,First Owner,1497.0,117.3,40.93,5.0
Maruti Wagon R VXI BS IV,2017,10648.95,7891.4,Petrol,Individual,Manual,First Owner,998.0,67.04,48.24,5.0
Tata Nexon 1.5 Revotorq XM,2018,18635.66,21748.0,Diesel,Individual,Manual,First Owner,1497.0,108.5,50.57,5.0
Hyundai Xcent 1.2 Kappa SX,2017,13843.63,18641.1,Petrol,Individual,Manual,First Owner,1197.0,82.0,44.93,5.0
Tata Safari Storme EX,2017,22629.01,62137.1,Diesel,Individual,Manual,First Owner,2179.0,147.94,33.17,7.0
Renault KWID RXT,2017,9317.83,21126.6,Petrol,Individual,Manual,First Owner,799.0,53.3,59.2,5.0
Mahindra Xylo D2,2011,11980.07,34796.8,Diesel,Individual,Manual,First Owner,2489.0,95.0,30.58,8.0
Hyundai i10 Era,2008,4392.69,55923.4,Petrol,Individual,Manual,First Owner,1086.0,68.05,46.6,5.0
Hyundai Santro Xing GLS,2010,4259.58,40389.1,Petrol,Individual,Manual,Second Owner,1086.0,62.1,42.15,5.0
Tata New Safari DICOR 2.2 EX 4x4,2011,7986.71,49709.7,Diesel,Individual,Manual,First Owner,2179.0,138.0,32.77,7.0
Mahindra Scorpio VLX 2WD BSIV,2012,14642.3,55923.4,Diesel,Individual,Manual,Third Owner,2179.0,120.0,28.34,8.0
Maruti Alto K10 VXI,2015,7587.38,24854.8,Petrol,Individual,Manual,First Owner,998.0,67.05,56.33,5.0
Maruti Ertiga ZXI Plus Petrol,2018,23960.13,15534.3,Petrol,Individual,Manual,First Owner,1462.0,103.0,45.49,7.0
Maruti Alto LXi BSIII,2005,4792.03,30729.9,Petrol,Individual,Manual,First Owner,796.0,46.3,46.34,5.0
Hyundai EON D Lite Plus Option,2016,5856.92,62137.1,Petrol,Individual,Manual,First Owner,814.0,55.2,49.63,5.0
Tata Indica Vista Quadrajet LS,2013,3194.68,74564.5,Diesel,Individual,Manual,First Owner,1248.0,74.0,52.45,5.0
Hyundai i20 Asta Optional With Sunroof 1.2,2010,5856.92,55923.4,Petrol,Individual,Manual,Fourth & Above Owner,1197.0,80.0,39.99,5.0
Chevrolet Sail Hatchback LS ABS,2013,11181.4,29089.5,Diesel,Individual,Manual,Second Owner,1248.0,76.9,51.98,5.0
Tata Indica Vista TDI LS,2013,4259.58,68350.8,Diesel,Individual,Manual,First Owner,1405.0,70.0,45.63,5.0
Hyundai EON Era Plus,2015,6655.59,49709.7,Petrol,Individual,Manual,First Owner,814.0,55.2,49.63,5.0
Maruti Ertiga ZDI,2013,10249.61,62137.1,Diesel,Individual,Manual,Third Owner,1248.0,88.8,48.85,7.0
Maruti Wagon R VXI BS IV with ABS,2014,8465.91,49709.7,Petrol,Individual,Manual,First Owner,998.0,67.06,48.24,5.0
Hyundai Xcent 1.2 VTVT S,2018,12778.74,24854.8,Petrol,Individual,Manual,First Owner,1197.0,81.86,47.37,5.0
Maruti Celerio VXI,2015,8785.38,43496.0,Petrol,Individual,Manual,Third Owner,998.0,67.04,54.33,5.0
Tata Indica Vista Aqua 1.4 TDI,2011,4046.6,49709.7,Diesel,Individual,Manual,First Owner,1405.0,71.0,39.99,5.0
Maruti Alto 800 LXI,2014,6655.59,24854.8,Petrol,Individual,Manual,First Owner,796.0,47.3,53.49,5.0
Tata Indica Vista Aqua 1.4 TDI,2011,6602.35,49709.7,Diesel,Individual,Manual,First Owner,1405.0,71.0,39.99,5.0
Nissan Micra XV,2011,7986.71,37282.3,Petrol,Individual,Manual,Second Owner,1198.0,75.0,42.48,5.0
Hyundai i20 1.2 Spotz,2017,14642.3,31068.6,Petrol,Individual,Manual,First Owner,1197.0,81.83,43.75,5.0
Hyundai i20 Sportz 1.4 CRDi,2016,17304.54,18641.1,Diesel,Individual,Manual,First Owner,1396.0,88.73,53.02,5.0
Hyundai Grand i10 Magna,2017,11846.95,15534.3,Petrol,Individual,Manual,First Owner,1197.0,82.0,44.46,5.0
Toyota Innova 2.5 V Diesel 7-seater,2010,11980.07,207537.9,Diesel,Individual,Manual,First Owner,2494.0,102.0,30.11,7.0
Mahindra NuvoSport N8,2016,15973.42,62137.1,Diesel,Individual,Manual,First Owner,1493.0,100.0,41.05,7.0
Renault Duster Adventure Edition,2014,13178.07,108739.9,Diesel,Individual,Manual,First Owner,1461.0,108.45,44.71,5.0
Maruti SX4 ZXI AT,2011,5856.92,40389.1,Petrol,Individual,Automatic,Third Owner,1586.0,103.3,29.64,5.0
Maruti SX4 ZXI AT,2011,6921.82,40389.1,Petrol,Individual,Automatic,Third Owner,1586.0,103.3,29.64,5.0
Hyundai Santro Xing GLS,2009,3993.36,55923.4,Petrol,Individual,Manual,First Owner,1086.0,62.1,42.15,5.0
Ford Figo Diesel Titanium,2011,5324.47,49709.7,Diesel,Individual,Manual,Second Owner,1399.0,68.0,47.04,5.0
Mahindra Scorpio S11 BSIV,2018,39001.77,68350.8,Diesel,Individual,Manual,First Owner,2179.0,140.0,38.48,7.0
Honda Civic Hybrid,2008,6655.59,37282.3,Petrol,Individual,Automatic,Third Owner,1339.0,108.5,47.04,5.0
Mahindra Xylo D4,2014,8252.93,99419.4,Diesel,Individual,Manual,First Owner,2489.0,93.7,35.16,7.0
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,2010,15973.42,62680.8,Diesel,Individual,Automatic,First Owner,2179.0,120.0,27.73,8.0
Maruti Baleno Delta 1.2,2018,14908.53,12427.4,Petrol,Individual,Manual,First Owner,1197.0,83.1,50.34,5.0
Maruti Swift Dzire VXI,2016,13311.18,18641.1,Petrol,Individual,Manual,First Owner,1197.0,83.14,49.04,5.0
Hyundai Grand i10 CRDi Asta Option,2013,7188.04,73321.8,Diesel,Individual,Manual,First Owner,1120.0,70.0,56.45,5.0
Hyundai Verna 1.6 SX,2013,11181.4,42874.6,Diesel,Individual,Manual,Third Owner,1582.0,126.32,52.5,5.0
Maruti Swift Dzire LXI,2015,11580.7,15534.3,Petrol,Individual,Manual,Second Owner,1197.0,83.14,49.04,5.0
Hyundai Xcent 1.2 Kappa AT S Option,2015,10648.95,62137.1,Petrol,Individual,Automatic,First Owner,1197.0,81.86,39.75,5.0
Maruti Swift Dzire VDI,2015,12512.51,68350.8,Diesel,Individual,Manual,First Owner,1248.0,74.0,62.54,5.0
Nissan Terrano XL 85 PS,2015,12778.74,37282.3,Diesel,Individual,Manual,Third Owner,1461.0,83.8,48.1,5.0
Tata Tiago 1.05 Revotorq XE,2017,8652.27,74564.5,Diesel,Individual,Manual,First Owner,1047.0,69.0,64.17,5.0
Hyundai Grand i10 Nios AMT Sportz,2020,17970.1,3106.9,Petrol,Individual,Automatic,First Owner,1197.0,81.86,48.69,5.0
Hyundai i10 Sportz Option,2009,4525.8,55923.4,Petrol,Individual,Manual,Second Owner,1197.0,78.9,47.89,5.0
Hyundai Creta 1.6 CRDi SX Option,2017,33277.96,55923.4,Diesel,Individual,Manual,First Owner,1582.0,126.2,46.27,5.0
Honda Accord 2.4 M/T,2012,15973.42,89496.1,Petrol,Individual,Manual,First Owner,2354.0,177.6,30.11,5.0
Honda City i DTEC VX,2014,21830.32,124274.2,Diesel,Individual,Manual,First Owner,1498.0,98.6,59.04,5.0
Hyundai i20 2015-2017 Asta Option 1.2,2016,17304.54,18019.8,Petrol,Individual,Manual,First Owner,1197.0,81.83,43.75,5.0
Mahindra Renault Logan 1.5 Diesel DLSX,2009,5324.47,109361.3,Diesel,Individual,Manual,Second Owner,1461.0,66.0,39.99,5.0
Tata Indigo CS LX (TDI) BS III,2013,5324.47,93205.6,Diesel,Individual,Manual,First Owner,1396.0,69.0,44.9,5.0
Maruti Omni E MPI STD BS IV,2016,5856.92,55923.4,Petrol,Individual,Manual,First Owner,796.0,34.2,39.52,8.0
Volkswagen Vento 1.6 Highline,2014,13311.18,43496.0,Petrol,Individual,Manual,Second Owner,1598.0,103.2,35.38,5.0
Mahindra Renault Logan 1.5 DLX Diesel,2007,4658.91,61515.7,Diesel,Individual,Manual,Second Owner,1461.0,65.0,45.16,5.0
Tata Tiago 1.2 Revotron XZ,2018,11980.07,3106.9,Petrol,Individual,Manual,First Owner,1199.0,84.0,56.08,5.0
Chevrolet Optra Magnum 2.0 LT,2008,5590.7,55923.4,Diesel,Individual,Manual,Fourth & Above Owner,1991.0,123.7,38.86,5.0
Maruti Ritz VDi,2011,7188.04,55302.0,Diesel,Individual,Manual,Second Owner,1248.0,73.9,49.63,5.0
Tata Indica V2 DLS TC,2006,2928.46,54680.6,Diesel,Individual,Manual,Second Owner,1405.0,62.0,39.52,5.0
Maruti Swift Dzire VDI,2015,12778.74,18641.1,Diesel,Individual,Manual,First Owner,1248.0,74.0,62.54,5.0
Maruti Swift Dzire AMT ZDI,2016,17304.54,31068.6,Diesel,Individual,Automatic,Second Owner,1248.0,74.0,62.54,5.0
Maruti Swift Dzire VDI,2013,12778.74,49709.7,Diesel,Individual,Manual,First Owner,1248.0,74.0,55.04,5.0
Hyundai i20 Asta Option 1.4 CRDi,2016,18635.66,24854.8,Diesel,Individual,Manual,First Owner,1396.0,88.73,53.02,5.0
Maruti Ertiga VDI,2015,17304.54,68350.8,Diesel,Individual,Manual,Third Owner,1248.0,88.76,48.85,7.0
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2015,34609.08,29825.8,Diesel,Individual,Manual,Second Owner,1582.0,126.2,46.27,5.0
Volkswagen Jetta 2.0L TDI Highline AT,2016,35940.2,60273.0,Diesel,Individual,Automatic,First Owner,1968.0,138.03,39.89,5.0
Volkswagen Vento 1.5 TDI Highline AT,2016,26622.37,37282.3,Diesel,Individual,Automatic,First Owner,1498.0,108.6,52.1,5.0
Toyota Yaris V CVT BSIV,2018,28752.16,7953.5,Petrol,Individual,Automatic,First Owner,1496.0,105.5,41.87,5.0
Hyundai EON D Lite,2012,4525.8,24854.8,Petrol,Individual,Manual,First Owner,814.0,55.2,49.63,5.0
Maruti Swift DDiS VDI,2017,16239.65,30447.2,Diesel,Individual,Manual,First Owner,1248.0,74.0,66.8,5.0
Maruti Ritz VXi,2014,9317.83,15534.3,Petrol,Individual,Manual,First Owner,1197.0,85.8,43.51,5.0
Maruti Alto 800 LXI,2016,6921.82,40389.1,Petrol,Individual,Manual,Second Owner,796.0,47.3,53.49,5.0
Fiat Linea 1.3 Multijet Emotion,2015,18635.66,12427.4,Diesel,Individual,Manual,First Owner,1248.0,91.7,47.98,5.0
Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,2018,18049.97,10563.3,Petrol,Individual,Manual,First Owner,999.0,75.0,44.17,5.0
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2015,21297.9,9320.6,Diesel,Individual,Manual,First Owner,1248.0,88.5,55.63,5.0
Toyota Etios GD,2014,10648.95,74564.5,Diesel,Individual,Manual,Second Owner,1364.0,67.04,55.49,5.0
Hyundai i20 Magna,2010,7986.71,30447.2,Petrol,Individual,Manual,First Owner,1197.0,80.0,43.51,5.0
Hyundai i20 2015-2017 Magna 1.2,2016,13843.63,18019.8,Petrol,Individual,Manual,First Owner,1197.0,81.83,43.75,5.0
Nissan Terrano XV D Premium AMT,2017,22629.01,34175.4,Diesel,Individual,Automatic,First Owner,1461.0,108.5,46.13,5.0
Mahindra Marazzo M8,2019,38868.66,3106.9,Diesel,Individual,Manual,First Owner,1497.0,121.0,40.69,7.0
Tata Nexon 1.5 Revotorq XZ Plus,2017,22096.57,21748.0,Diesel,Individual,Manual,First Owner,1497.0,108.5,50.57,5.0
Datsun GO T Option BSIV,2018,11447.62,3106.9,Petrol,Individual,Manual,Second Owner,1198.0,67.0,48.52,5.0
Ford EcoSport 1.5 TDCi Platinum Edition BSIV,2017,22629.01,37282.3,Diesel,Individual,Manual,First Owner,1498.0,98.59,53.56,5.0
Maruti Swift Dzire ZXI,2017,17304.54,43496.0,Petrol,Individual,Manual,First Owner,1197.0,83.14,49.04,5.0
Hyundai Verna CRDi,2008,3194.68,74564.5,Diesel,Individual,Manual,Second Owner,1493.0,110.0,39.52,5.0
Mahindra TUV 300 T8,2016,19434.33,40451.3,Diesel,Individual,Manual,Second Owner,1493.0,100.0,43.49,7.0
Maruti Ignis 1.2 AMT Delta BSIV,2019,13976.74,12427.4,Petrol,Individual,Automatic,First Owner,1197.0,81.8,49.14,5.0
Hyundai i20 Active 1.4 SX,2015,15973.42,67108.1,Diesel,Individual,Manual,First Owner,1396.0,88.73,49.84,5.0
Maruti Swift LXI,2019,13311.18,9320.6,Petrol,Individual,Manual,First Owner,1197.0,81.8,49.89,5.0
Hyundai Santro Xing GLS,2009,3993.36,47845.6,Petrol,Individual,Manual,First Owner,1086.0,62.1,42.15,5.0
Maruti Wagon R VXI BS IV,2015,10915.15,11495.4,Petrol,Individual,Manual,First Owner,998.0,67.04,48.24,5.0
Mahindra TUV 300 T8,2016,16638.98,74564.5,Diesel,Individual,Manual,First Owner,1493.0,100.0,43.49,7.0
Renault KWID RXT,2015,7720.49,9444.8,Petrol,Individual,Manual,First Owner,799.0,53.3,59.2,5.0
Honda Mobilio V i VTEC,2015,13311.18,21748.0,Petrol,Individual,Manual,First Owner,1497.0,117.3,40.69,7.0
Hyundai Verna 1.6 SX,2011,12645.63,49709.7,Diesel,Individual,Manual,First Owner,1582.0,126.32,52.5,5.0
Hyundai EON Era Plus,2013,5058.25,43496.0,Petrol,Individual,Manual,First Owner,814.0,55.2,49.63,5.0
Mahindra XUV500 W6 2WD,2014,19966.78,49709.7,Diesel,Individual,Manual,Second Owner,2179.0,140.0,35.52,7.0
Nissan Terrano XV 110 PS,2014,13976.74,74564.5,Diesel,Individual,Manual,Second Owner,1461.0,108.5,44.71,5.0
Chevrolet Cruze LTZ,2012,13178.07,50952.4,Diesel,Individual,Manual,Third Owner,1998.0,163.7,40.69,5.0
Honda City 1.5 V AT,2010,8545.78,37282.3,Petrol,Individual,Automatic,Second Owner,1497.0,118.0,39.52,5.0
Toyota Etios Liva 1.2 V Dual Tone,2017,15574.09,31068.6,Petrol,Individual,Manual,First Owner,1197.0,78.9,41.66,5.0
Ford Figo Diesel EXI,2011,5990.03,43496.0,Diesel,Individual,Manual,First Owner,1399.0,68.0,47.04,5.0
Honda Amaze E i-DTEC,2017,13311.18,43496.0,Diesel,Individual,Manual,First Owner,1498.0,98.6,60.69,5.0
Hyundai i20 1.4 CRDi Asta,2011,9317.83,55923.4,Diesel,Individual,Manual,Third Owner,1396.0,90.0,54.1,5.0
Maruti Ertiga SHVS LDI Option,2016,20126.51,43496.0,Diesel,Individual,Manual,Second Owner,1248.0,88.5,57.67,7.0
Maruti Alto 800 VXI,2014,6389.37,31068.6,Petrol,Individual,Manual,First Owner,796.0,47.3,53.49,5.0
Maruti Omni 8 Seater BSII,2012,2129.79,74564.5,Petrol,Individual,Manual,Second Owner,796.0,35.0,46.34,8.0
Hyundai i20 Active S Petrol,2019,21297.9,3106.9,Petrol,Individual,Manual,First Owner,1197.0,81.86,40.43,5.0
Tata Hexa XE,2018,33277.96,15534.3,Diesel,Individual,Manual,First Owner,2179.0,147.94,41.4,7.0
Mahindra Scorpio VLS 2.2 mHawk,2009,8519.16,49709.7,Diesel,Individual,Manual,Third Owner,2179.0,120.0,28.34,7.0
Hyundai Grand i10 Sportz,2017,13577.38,15534.3,Petrol,Individual,Manual,First Owner,1197.0,82.0,44.46,5.0
Tata Zest Quadrajet 1.3 75PS XE,2019,17304.54,9320.6,Diesel,Individual,Manual,First Owner,1248.0,74.0,53.98,5.0
Maruti Alto K10 2010-2014 VXI,2011,5590.7,21748.0,Petrol,Individual,Manual,Second Owner,998.0,67.1,49.21,5.0
Maruti Alto LXi,2008,2928.46,49709.7,Petrol,Individual,Manual,Second Owner,796.0,46.3,46.34,5.0
